ClassificationMethod,EmbeddingMethod,Predictors,Time,FilterStopwords,ConvertLower,FilterNumbers,FilterMinAppear,Accuracy,Precision,Recall,Specificity
RF,SG200,200,24286.6836,Yes,Yes,Yes,5,0.6211,0.615,0.6236,0.6187
LogisticRegression,SG200,200,11.17168,Yes,Yes,Yes,30,0.6159,0.6042,0.64,0.5924
LDA,SG200,200,9.850151,Yes,Yes,Yes,30,0.6159,0.604,0.6412,0.5912
QDA,SG200,200,5.838472,Yes,Yes,Yes,30,0.6007,0.5832,0.6661,0.5371
MDA,SG200,200,96.54774,Yes,Yes,Yes,30,0.6045,0.5929,0.6311,0.5786
FDA,SG200,200,83.98014,Yes,Yes,Yes,30,0.5905,0.5804,0.611,0.5705
Tree,SG200,200,19.25014,Yes,Yes,Yes,30,0.5482,0.5488,0.4695,0.6246
RF,SG200,200,23507.2728,Yes,Yes,Yes,30,0.617,0.6217,0.5702,0.6626
LogisticRegression,SG200,200,11.06175,Yes,Yes,Yes,60,0.6013,0.5901,0.6006,0.6019
LDA,SG200,200,9.718093,Yes,Yes,Yes,60,0.6007,0.5889,0.6037,0.5978
QDA,SG200,200,6.106382,Yes,Yes,Yes,60,0.592,0.5697,0.6722,0.5155
MDA,SG200,200,96.69228,Yes,Yes,Yes,60,0.598,0.5857,0.6043,0.5919
FDA,SG200,200,80.49666,Yes,Yes,Yes,60,0.5914,0.5756,0.6214,0.5628
Tree,SG200,200,19.45738,Yes,Yes,Yes,60,0.5633,0.5684,0.4398,0.6813
RF,SG200,200,23579.9388,Yes,Yes,Yes,60,0.6048,0.6058,0.5462,0.6608
LogisticRegression,SG200,200,11.81732,Yes,Yes,No,0,0.6065,0.606,0.5815,0.6309
LDA,SG200,200,9.950372,Yes,Yes,No,0,0.6054,0.6058,0.5757,0.6343
QDA,SG200,200,5.828895,Yes,Yes,No,0,0.5846,0.623,0.4027,0.7621
MDA,SG200,200,118.75482,Yes,Yes,No,0,0.6033,0.6028,0.5774,0.6286
FDA,SG200,200,82.98294,Yes,Yes,No,0,0.5753,0.5784,0.5172,0.6321
Tree,SG200,200,19.1227,Yes,Yes,No,0,0.5577,0.5455,0.6277,0.4894
RF,SG200,200,23860.2312,Yes,Yes,No,0,0.5961,0.5981,0.5558,0.6355
LogisticRegression,SG200,200,11.85936,Yes,Yes,No,5,0.6136,0.6093,0.6078,0.6193
LDA,SG200,200,10.38744,Yes,Yes,No,5,0.6136,0.6096,0.6061,0.621
QDA,SG200,200,6.109561,Yes,Yes,No,5,0.6047,0.5941,0.6312,0.5788
MDA,SG200,200,108.73014,Yes,Yes,No,5,0.6145,0.6112,0.6037,0.625
FDA,SG200,200,75.75354,Yes,Yes,No,5,0.6041,0.5999,0.5967,0.6113
Tree,SG200,200,19.65046,Yes,Yes,No,5,0.5735,0.582,0.4851,0.6598
RF,SG200,200,23228.3052,Yes,Yes,No,5,0.618,0.616,0.602,0.6336
LogisticRegression,SG200,200,11.54464,Yes,Yes,No,30,0.6107,0.6005,0.6302,0.5917
LDA,SG200,200,10.56012,Yes,Yes,No,30,0.6101,0.5996,0.6314,0.5894
QDA,SG200,200,6.400312,Yes,Yes,No,30,0.6064,0.5884,0.6722,0.5423
MDA,SG200,200,97.58352,Yes,Yes,No,30,0.6072,0.6007,0.6078,0.6067
FDA,SG200,200,80.87364,Yes,Yes,No,30,0.6052,0.5969,0.6149,0.5957
Tree,SG200,200,20.16651,Yes,Yes,No,30,0.5635,0.5672,0.4861,0.6389
RF,SG200,200,24736.8132,Yes,Yes,No,30,0.6177,0.6252,0.5617,0.6722
LogisticRegression,SG200,200,11.75525,Yes,Yes,No,60,0.6053,0.5942,0.6075,0.6031
LDA,SG200,200,10.63088,Yes,Yes,No,60,0.605,0.5936,0.6087,0.6014
QDA,SG200,200,6.445643,Yes,Yes,No,60,0.5982,0.5781,0.6586,0.5404
MDA,SG200,200,99.80268,Yes,Yes,No,60,0.5958,0.5827,0.61,0.5822
FDA,SG200,200,80.74836,Yes,Yes,No,60,0.5806,0.5665,0.6057,0.5567
Tree,SG200,200,20.06766,Yes,Yes,No,60,0.5569,0.5489,0.5249,0.5874
RF,SG200,200,24563.4228,Yes,Yes,No,60,0.61,0.6202,0.5219,0.6944
LogisticRegression,SG200,200,17.45847,Yes,No,Yes,0,0.5918,0.5912,0.5628,0.6201
LDA,SG200,200,12.76698,Yes,No,Yes,0,0.5944,0.596,0.5552,0.6326
QDA,SG200,200,7.68363,Yes,No,Yes,0,0.5733,0.6589,0.2823,0.8574
MDA,SG200,200,147.83628,Yes,No,Yes,0,0.5979,0.6006,0.5546,0.64
FDA,SG200,200,99.15474,Yes,No,Yes,0,0.5742,0.5781,0.5102,0.6366
Tree,SG200,200,27.17883,Yes,No,Yes,0,0.5586,0.5491,0.5944,0.5237
RF,SG200,200,32704.056,Yes,No,Yes,0,0.6025,0.6013,0.5792,0.6252
LogisticRegression,SG200,200,12.32189,Yes,No,Yes,5,0.6005,0.5962,0.5921,0.6087
LDA,SG200,200,9.120997,Yes,No,Yes,5,0.6005,0.5963,0.5915,0.6092
QDA,SG200,200,5.519975,Yes,No,Yes,5,0.6071,0.5999,0.6143,0.6001
MDA,SG200,200,106.94388,Yes,No,Yes,5,0.5982,0.5944,0.5868,0.6092
FDA,SG200,200,76.80888,Yes,No,Yes,5,0.5941,0.5916,0.5757,0.6121
Tree,SG200,200,18.47659,Yes,No,Yes,5,0.565,0.5497,0.6593,0.4729
RF,SG200,200,23461.8372,Yes,No,Yes,5,0.612,0.6106,0.5921,0.6315
LogisticRegression,SG200,200,11.29381,Yes,No,Yes,30,0.6124,0.6053,0.6167,0.6082
LDA,SG200,200,9.536846,Yes,No,Yes,30,0.6124,0.6053,0.6167,0.6082
QDA,SG200,200,5.379439,Yes,No,Yes,30,0.606,0.5876,0.6761,0.5378
MDA,SG200,200,98.0901,Yes,No,Yes,30,0.6107,0.6019,0.6232,0.5985
FDA,SG200,200,73.8324,Yes,No,Yes,30,0.5988,0.5878,0.6255,0.5727
Tree,SG200,200,18.65921,Yes,No,Yes,30,0.5567,0.5453,0.6126,0.5023
RF,SG200,200,23397.4656,Yes,No,Yes,30,0.6095,0.6144,0.5603,0.6575
LogisticRegression,SG200,200,11.25763,Yes,No,Yes,60,0.5894,0.5801,0.5929,0.5859
LDA,SG200,200,9.485186,Yes,No,Yes,60,0.5867,0.5771,0.5929,0.5807
QDA,SG200,200,5.226257,Yes,No,Yes,60,0.5947,0.5756,0.6641,0.5277
MDA,SG200,200,96.12348,Yes,No,Yes,60,0.5861,0.5752,0.6013,0.5715
FDA,SG200,200,72.54138,Yes,No,Yes,60,0.5856,0.5754,0.5953,0.5761
Tree,SG200,200,18.19822,Yes,No,Yes,60,0.555,0.5686,0.3891,0.7151
RF,SG200,200,22732.6068,Yes,No,Yes,60,0.6129,0.6168,0.5589,0.6649
LogisticRegression,SG200,200,11.3925,Yes,No,No,0,0.6025,0.6017,0.5774,0.6269
LDA,SG200,200,9.48321,Yes,No,No,0,0.5993,0.5996,0.5681,0.6298
QDA,SG200,200,5.466071,Yes,No,No,0,0.5958,0.6632,0.3694,0.8169
MDA,SG200,200,105.65922,Yes,No,No,0,0.6088,0.6112,0.5716,0.6452
FDA,SG200,200,73.86966,Yes,No,No,0,0.5719,0.5694,0.5465,0.5967
Tree,SG200,200,18.28436,Yes,No,No,0,0.5468,0.5423,0.5278,0.5653
RF,SG200,200,23126.0004,Yes,No,No,0,0.6016,0.602,0.571,0.6315
LogisticRegression,SG200,200,18.1822,Yes,No,No,5,0.5947,0.5894,0.5915,0.5978
LDA,SG200,200,13.79061,Yes,No,No,5,0.597,0.5917,0.5938,0.6001
QDA,SG200,200,8.227347,Yes,No,No,5,0.6036,0.5877,0.6616,0.5471
MDA,SG200,200,152.89452,Yes,No,No,5,0.6057,0.5992,0.609,0.6024
FDA,SG200,200,100.53234,Yes,No,No,5,0.5826,0.5778,0.5751,0.5898
Tree,SG200,200,27.71642,Yes,No,No,5,0.5433,0.5343,0.5874,0.5003
RF,SG200,200,33295.3956,Yes,No,No,5,0.5996,0.5952,0.5921,0.607
LogisticRegression,SG200,200,11.10652,Yes,No,No,30,0.6243,0.6125,0.6492,0.6001
LDA,SG200,200,9.775074,Yes,No,No,30,0.622,0.6097,0.6498,0.595
QDA,SG200,200,5.442664,Yes,No,No,30,0.5948,0.5769,0.6698,0.5217
MDA,SG200,200,98.89512,Yes,No,No,30,0.6099,0.6003,0.6257,0.5944
FDA,SG200,200,74.5839,Yes,No,No,30,0.5951,0.5867,0.6063,0.5841
Tree,SG200,200,18.73205,Yes,No,No,30,0.5716,0.5548,0.6657,0.48
RF,SG200,200,23219.838,Yes,No,No,30,0.6252,0.6284,0.5881,0.6613
LogisticRegression,SG200,200,11.28762,Yes,No,No,60,0.6071,0.5952,0.6254,0.5894
LDA,SG200,200,9.640807,Yes,No,No,60,0.6033,0.5911,0.6242,0.5831
QDA,SG200,200,5.249956,Yes,No,No,60,0.5951,0.574,0.6814,0.5118
MDA,SG200,200,93.42252,Yes,No,No,60,0.598,0.5868,0.6141,0.5825
FDA,SG200,200,72.36636,Yes,No,No,60,0.5878,0.5771,0.6021,0.5739
Tree,SG200,200,18.10694,Yes,No,No,60,0.565,0.5684,0.4753,0.6515
RF,SG200,200,22818.5136,Yes,No,No,60,0.6027,0.6081,0.5378,0.6653
LogisticRegression,SG200,200,11.12114,No,Yes,Yes,0,0.6155,0.6162,0.5874,0.6429
LDA,SG200,200,9.6804,No,Yes,Yes,0,0.6135,0.6152,0.5804,0.6458
QDA,SG200,200,5.656763,No,Yes,Yes,0,0.5941,0.6419,0.4033,0.7804
MDA,SG200,200,88.17948,No,Yes,Yes,0,0.614,0.6151,0.5839,0.6435
FDA,SG200,200,73.93662,No,Yes,Yes,0,0.5921,0.593,0.5552,0.6281
Tree,SG200,200,19.04394,No,Yes,Yes,0,0.5704,0.5584,0.623,0.5191
RF,SG200,200,23162.2956,No,Yes,Yes,0,0.6143,0.6087,0.6137,0.6149
LogisticRegression,SG200,200,11.2615,No,Yes,Yes,5,0.6184,0.617,0.5996,0.6366
LDA,SG200,200,9.514636,No,Yes,Yes,5,0.6161,0.6133,0.6026,0.6292
QDA,SG200,200,5.787679,No,Yes,Yes,5,0.6129,0.6037,0.6295,0.5967
MDA,SG200,200,87.447,No,Yes,Yes,5,0.6166,0.6146,0.6002,0.6326
FDA,SG200,200,73.86264,No,Yes,Yes,5,0.6033,0.5968,0.6072,0.5995
Tree,SG200,200,18.60764,No,Yes,Yes,5,0.5756,0.5717,0.5617,0.5893
RF,SG200,200,23150.268,No,Yes,Yes,5,0.6091,0.6021,0.6154,0.603
LogisticRegression,SG200,200,11.19407,No,Yes,Yes,30,0.61,0.602,0.6207,0.5995
LDA,SG200,200,9.652733,No,Yes,Yes,30,0.6091,0.6005,0.6236,0.595
QDA,SG200,200,5.428186,No,Yes,Yes,30,0.6111,0.5947,0.668,0.5556
MDA,SG200,200,86.75472,No,Yes,Yes,30,0.6036,0.5954,0.6166,0.591
FDA,SG200,200,74.39052,No,Yes,Yes,30,0.5956,0.587,0.6113,0.5801
Tree,SG200,200,18.58424,No,Yes,Yes,30,0.5782,0.5834,0.5108,0.644
RF,SG200,200,23167.5804,No,Yes,Yes,30,0.6094,0.6058,0.5991,0.6195
LogisticRegression,SG200,200,11.34876,No,Yes,Yes,60,0.6177,0.6107,0.6228,0.6127
LDA,SG200,200,9.30245,No,Yes,Yes,60,0.6177,0.6105,0.6234,0.6121
QDA,SG200,200,5.529376,No,Yes,Yes,60,0.6081,0.5912,0.669,0.5488
MDA,SG200,200,82.46226,No,Yes,Yes,60,0.6162,0.6081,0.6269,0.6058
FDA,SG200,200,74.3304,No,Yes,Yes,60,0.5995,0.5927,0.6041,0.595
Tree,SG200,200,18.40376,No,Yes,Yes,60,0.581,0.5971,0.4655,0.6937
RF,SG200,200,23154.8544,No,Yes,Yes,60,0.6171,0.6139,0.6053,0.6286
LogisticRegression,SG200,200,29.00007,No,Yes,No,0,0.6238,0.6224,0.6061,0.6412
LDA,SG200,200,17.37368,No,Yes,No,0,0.6215,0.6208,0.6008,0.6418
QDA,SG200,200,10.98216,No,Yes,No,0,0.6097,0.6349,0.4939,0.7228
MDA,SG200,200,196.20888,No,Yes,No,0,0.614,0.6147,0.5856,0.6418
FDA,SG200,200,215.5866,No,Yes,No,0,0.5941,0.5903,0.5827,0.6052
Tree,SG200,200,34.587,No,Yes,No,0,0.5554,0.541,0.6598,0.4535
RF,SG200,200,36837.828,No,Yes,No,0,0.6088,0.6023,0.6125,0.6052
LogisticRegression,SG200,200,11.3545,No,Yes,No,5,0.6114,0.6081,0.6002,0.6224
LDA,SG200,200,9.545824,No,Yes,No,5,0.6126,0.609,0.6026,0.6224
QDA,SG200,200,5.341052,No,Yes,No,5,0.608,0.5883,0.6873,0.5305
MDA,SG200,200,89.46324,No,Yes,No,5,0.6033,0.5999,0.5915,0.6149
FDA,SG200,200,73.98732,No,Yes,No,5,0.5932,0.5884,0.5874,0.599
Tree,SG200,200,18.55078,No,Yes,No,5,0.5661,0.5565,0.5991,0.5339
RF,SG200,200,23128.37028,No,Yes,No,5,0.6161,0.6078,0.6277,0.6047
LogisticRegression,SG200,200,11.4039,No,Yes,No,30,0.6163,0.6079,0.6289,0.6041
LDA,SG200,200,9.364038,No,Yes,No,30,0.6149,0.6056,0.6318,0.5984
QDA,SG200,200,5.419176,No,Yes,No,30,0.5984,0.5815,0.6674,0.5311
MDA,SG200,200,85.45566,No,Yes,No,30,0.6123,0.6015,0.6371,0.5881
FDA,SG200,200,74.34702,No,Yes,No,30,0.5996,0.5881,0.6318,0.5682
Tree,SG200,200,18.23904,No,Yes,No,30,0.5817,0.5675,0.6435,0.5214
RF,SG200,200,6.40828,No,Yes,No,30,0.612,0.6053,0.6166,0.6075
LogisticRegression,SG200,200,11.29012,No,Yes,No,60,0.6091,0.6012,0.6195,0.599
LDA,SG200,200,9.532971,No,Yes,No,60,0.6103,0.6019,0.623,0.5978
QDA,SG200,200,5.470713,No,Yes,No,60,0.5912,0.5755,0.6569,0.5271
MDA,SG200,200,84.74022,No,Yes,No,60,0.5889,0.5795,0.6113,0.567
FDA,SG200,200,74.61456,No,Yes,No,60,0.5924,0.5839,0.6078,0.5773
Tree,SG200,200,18.35464,No,Yes,No,60,0.5768,0.571,0.5757,0.5779
RF,SG200,200,23154.5772,No,Yes,No,60,0.6198,0.6137,0.6213,0.6184
LogisticRegression,SG200,200,11.32968,No,No,Yes,0,0.6132,0.6104,0.5996,0.6264
LDA,SG200,200,9.586823,No,No,Yes,0,0.614,0.6117,0.5985,0.6292
QDA,SG200,200,5.573154,No,No,Yes,0,0.5932,0.661,0.3624,0.8186
MDA,SG200,200,87.90168,No,No,Yes,0,0.6221,0.6212,0.602,0.6418
FDA,SG200,200,74.48772,No,No,Yes,0,0.6051,0.6067,0.5698,0.6395
Tree,SG200,200,18.35058,No,No,Yes,0,0.5727,0.5598,0.6324,0.5145
RF,SG200,200,23133.852,No,No,Yes,0,0.6224,0.622,0.6002,0.644
LogisticRegression,SG200,200,11.32659,No,No,Yes,5,0.6149,0.6097,0.6125,0.6172
LDA,SG200,200,9.510176,No,No,Yes,5,0.6172,0.612,0.6148,0.6195
QDA,SG200,200,5.547737,No,No,Yes,5,0.6059,0.5903,0.661,0.5522
MDA,SG200,200,85.0956,No,No,Yes,5,0.6166,0.6119,0.6119,0.6212
FDA,SG200,200,74.08794,No,No,Yes,5,0.5935,0.5868,0.5985,0.5887
Tree,SG200,200,18.40273,No,No,Yes,5,0.5883,0.5718,0.6634,0.5151
RF,SG200,200,23128.326,No,No,Yes,5,0.6186,0.6117,0.6242,0.6132
LogisticRegression,SG200,200,11.22115,No,No,Yes,30,0.6281,0.622,0.6292,0.6269
LDA,SG200,200,9.527187,No,No,Yes,30,0.6252,0.6183,0.6298,0.6207
QDA,SG200,200,5.58149,No,No,Yes,30,0.6079,0.5917,0.6643,0.5528
MDA,SG200,200,87.99234,No,No,Yes,30,0.6194,0.6133,0.6205,0.6184
FDA,SG200,200,73.63668,No,No,Yes,30,0.6093,0.6072,0.5912,0.6269
Tree,SG200,200,18.51896,No,No,Yes,30,0.5772,0.5619,0.6532,0.5031
RF,SG200,200,23142.4236,No,No,Yes,30,0.6208,0.6148,0.6216,0.6201
LogisticRegression,SG200,200,11.4678,No,No,Yes,60,0.6322,0.6239,0.6425,0.6221
LDA,SG200,200,9.530256,No,No,Yes,60,0.6365,0.6275,0.6495,0.6239
QDA,SG200,200,5.340664,No,No,Yes,60,0.6146,0.5957,0.6829,0.5479
MDA,SG200,200,86.64564,No,No,Yes,60,0.6299,0.6186,0.653,0.6073
FDA,SG200,200,74.0283,No,No,Yes,60,0.6079,0.5934,0.6542,0.5628
Tree,SG200,200,18.40288,No,No,Yes,60,0.5735,0.5576,0.6594,0.4897
RF,SG200,200,23126.6304,No,No,Yes,60,0.6345,0.6328,0.6191,0.6495
LogisticRegression,SG200,200,22.85369,No,No,No,0,0.6132,0.6104,0.5996,0.6264
LDA,SG200,200,17.22984,No,No,No,0,0.6158,0.6135,0.6002,0.6309
QDA,SG200,200,9.190685,No,No,No,0,0.6031,0.6386,0.4524,0.7501
MDA,SG200,200,167.07438,No,No,No,0,0.6169,0.6169,0.5921,0.6412
FDA,SG200,200,196.08852,No,No,No,0,0.5958,0.596,0.564,0.6269
Tree,SG200,200,27.88731,No,No,No,0,0.5603,0.5478,0.63,0.4923
RF,SG200,200,34515.6552,No,No,No,0,0.6062,0.6,0.6084,0.6041
LogisticRegression,SG200,200,25.41496,No,No,No,5,0.6114,0.6073,0.6037,0.6189
LDA,SG200,200,18.84362,No,No,No,5,0.6114,0.6073,0.6037,0.6189
QDA,SG200,200,11.21738,No,No,No,5,0.6008,0.5788,0.7043,0.4997
MDA,SG200,200,196.73586,No,No,No,5,0.6103,0.6059,0.6037,0.6167
FDA,SG200,200,245.06304,No,No,No,5,0.5921,0.592,0.5605,0.6229
Tree,SG200,200,35.4201,No,No,No,5,0.5843,0.5919,0.5102,0.6566
RF,SG200,200,39579.192,No,No,No,5,0.6181,0.6119,0.6201,0.6161
LogisticRegression,SG200,200,32.06932,No,No,No,30,0.6195,0.6102,0.6359,0.6035
LDA,SG200,200,19.56787,No,No,No,30,0.6166,0.6063,0.6382,0.5956
QDA,SG200,200,13.01053,No,No,No,30,0.5993,0.5812,0.6756,0.5248
MDA,SG200,200,209.98398,No,No,No,30,0.6152,0.609,0.6172,0.6132
FDA,SG200,200,241.99368,No,No,No,30,0.6054,0.6021,0.5926,0.6178
Tree,SG200,200,37.73935,No,No,No,30,0.58,0.5665,0.6371,0.5242
RF,SG200,200,29544.7068,No,No,No,30,0.6238,0.6193,0.6189,0.6286
LogisticRegression,SG200,200,13.05266,No,No,No,60,0.6098,0.6024,0.6175,0.6022
LDA,SG200,200,10.51055,No,No,No,60,0.6112,0.6029,0.6234,0.5993
QDA,SG200,200,6.265587,No,No,No,60,0.5973,0.5821,0.655,0.5411
MDA,SG200,200,84.9858,No,No,No,60,0.6138,0.6042,0.6322,0.5959
FDA,SG200,200,72.81402,No,No,No,60,0.6095,0.603,0.6129,0.6062
Tree,SG200,200,21.99012,No,No,No,60,0.5757,0.5695,0.5778,0.5736
RF,SG200,200,28775.88,No,No,No,60,0.634,0.6327,0.6175,0.6501
LogisticRegression,SG100,100,4.241372,Yes,Yes,Yes,0,0.599,0.5977,0.5757,0.6218
LDA,SG100,100,4.922592,Yes,Yes,Yes,0,0.599,0.5985,0.5716,0.6258
QDA,SG100,100,2.805683,Yes,Yes,Yes,0,0.5598,0.6274,0.2677,0.8448
MDA,SG100,100,47.48024,Yes,Yes,Yes,0,0.6071,0.6074,0.5786,0.6349
FDA,SG100,100,43.82104,Yes,Yes,Yes,0,0.58,0.5742,0.5792,0.5807
Tree,SG100,100,10.37743,Yes,Yes,Yes,0,0.5497,0.5375,0.6318,0.4695
RF,SG100,100,7049.3652,Yes,Yes,Yes,0,0.6033,0.6068,0.5593,0.6463
LogisticRegression,SG100,100,4.369544,Yes,Yes,Yes,5,0.6122,0.6082,0.6043,0.6199
LDA,SG100,100,4.663878,Yes,Yes,Yes,5,0.6125,0.6082,0.6061,0.6187
QDA,SG100,100,2.868708,Yes,Yes,Yes,5,0.6154,0.6012,0.6581,0.5736
MDA,SG100,100,44.47307,Yes,Yes,Yes,5,0.6096,0.6048,0.6055,0.6136
FDA,SG100,100,42.86295,Yes,Yes,Yes,5,0.5908,0.5891,0.5681,0.613
Tree,SG100,100,10.52027,Yes,Yes,Yes,5,0.5686,0.5745,0.4892,0.6461
RF,SG100,100,7797.204,Yes,Yes,Yes,5,0.624,0.6217,0.6108,0.637
LogisticRegression,SG100,100,4.30468,Yes,Yes,Yes,30,0.6162,0.6051,0.6377,0.5953
LDA,SG100,100,4.226678,Yes,Yes,Yes,30,0.6168,0.606,0.6365,0.5976
QDA,SG100,100,2.816936,Yes,Yes,Yes,30,0.5908,0.5692,0.6982,0.4859
MDA,SG100,100,41.09593,Yes,Yes,Yes,30,0.608,0.6007,0.611,0.6051
FDA,SG100,100,40.7707,Yes,Yes,Yes,30,0.5989,0.5881,0.6223,0.5763
Tree,SG100,100,10.12453,Yes,Yes,Yes,30,0.5744,0.5765,0.5151,0.6321
RF,SG100,100,6739.5384,Yes,Yes,Yes,30,0.6302,0.6314,0.6004,0.6592
LogisticRegression,SG100,100,4.270063,Yes,Yes,Yes,60,0.5995,0.5846,0.6214,0.5785
LDA,SG100,100,4.321085,Yes,Yes,Yes,60,0.5983,0.5835,0.6196,0.5779
QDA,SG100,100,2.781711,Yes,Yes,Yes,60,0.5878,0.5625,0.7015,0.4793
MDA,SG100,100,41.18147,Yes,Yes,Yes,60,0.5974,0.5825,0.6196,0.5762
FDA,SG100,100,41.89602,Yes,Yes,Yes,60,0.5833,0.5701,0.5969,0.5703
Tree,SG100,100,10.64457,Yes,Yes,Yes,60,0.5702,0.5557,0.5982,0.5435
RF,SG100,100,6835.3776,Yes,Yes,Yes,60,0.6033,0.6034,0.548,0.6562
LogisticRegression,SG100,100,4.239317,Yes,Yes,No,0,0.6005,0.5963,0.5915,0.6092
LDA,SG100,100,4.682468,Yes,Yes,No,0,0.5996,0.5956,0.5897,0.6092
QDA,SG100,100,2.780961,Yes,Yes,No,0,0.5866,0.6253,0.4068,0.7621
MDA,SG100,100,44.41197,Yes,Yes,No,0,0.6008,0.5988,0.5809,0.6201
FDA,SG100,100,42.75995,Yes,Yes,No,0,0.5831,0.5761,0.5909,0.5756
Tree,SG100,100,10.38187,Yes,Yes,No,0,0.5655,0.5485,0.6809,0.4529
RF,SG100,100,6865.146,Yes,Yes,No,0,0.6013,0.6016,0.571,0.6309
LogisticRegression,SG100,100,4.482519,Yes,Yes,No,5,0.6128,0.6052,0.6219,0.6039
LDA,SG100,100,4.824237,Yes,Yes,No,5,0.6105,0.6027,0.6207,0.6005
QDA,SG100,100,2.955061,Yes,Yes,No,5,0.5946,0.567,0.7592,0.4338
MDA,SG100,100,43.36644,Yes,Yes,No,5,0.6032,0.597,0.6061,0.6005
FDA,SG100,100,39.6097,Yes,Yes,No,5,0.5966,0.586,0.6254,0.5685
Tree,SG100,100,10.46737,Yes,Yes,No,5,0.5694,0.5766,0.4839,0.653
RF,SG100,100,6275.0196,Yes,Yes,No,5,0.6188,0.6132,0.6189,0.6187
LogisticRegression,SG100,100,4.290176,Yes,Yes,No,30,0.6148,0.6046,0.6332,0.5969
LDA,SG100,100,4.774689,Yes,Yes,No,30,0.6154,0.6045,0.6373,0.594
QDA,SG100,100,2.968192,Yes,Yes,No,30,0.5895,0.5672,0.7076,0.4744
MDA,SG100,100,40.65531,Yes,Yes,No,30,0.6098,0.602,0.6172,0.6026
FDA,SG100,100,41.92566,Yes,Yes,No,30,0.6066,0.5929,0.6468,0.5676
Tree,SG100,100,10.74799,Yes,Yes,No,30,0.5854,0.5813,0.57,0.6003
RF,SG100,100,7148.8728,Yes,Yes,No,30,0.6101,0.6141,0.5641,0.655
LogisticRegression,SG100,100,4.419034,Yes,Yes,No,60,0.6053,0.5896,0.6337,0.5782
LDA,SG100,100,5.072586,Yes,Yes,No,60,0.6029,0.5871,0.6324,0.5747
QDA,SG100,100,2.984868,Yes,Yes,No,60,0.5765,0.5547,0.6774,0.48
MDA,SG100,100,40.38273,Yes,Yes,No,60,0.6017,0.5866,0.6276,0.577
FDA,SG100,100,41.80071,Yes,Yes,No,60,0.586,0.5705,0.6191,0.5543
Tree,SG100,100,11.3281,Yes,Yes,No,60,0.5607,0.5564,0.5006,0.6182
RF,SG100,100,7039.0548,Yes,Yes,No,60,0.6089,0.6102,0.5535,0.6618
LogisticRegression,SG100,100,5.999253,Yes,No,Yes,0,0.6019,0.602,0.5728,0.6303
LDA,SG100,100,5.765693,Yes,No,Yes,0,0.601,0.6026,0.5646,0.6366
QDA,SG100,100,3.923775,Yes,No,Yes,0,0.5566,0.6304,0.2472,0.8585
MDA,SG100,100,70.6575,Yes,No,Yes,0,0.5979,0.5997,0.5587,0.6361
FDA,SG100,100,65.97396,Yes,No,Yes,0,0.5898,0.5906,0.5523,0.6264
Tree,SG100,100,15.76201,Yes,No,Yes,0,0.5563,0.5744,0.3928,0.7159
RF,SG100,100,9889.0596,Yes,No,Yes,0,0.6022,0.6063,0.5552,0.648
LogisticRegression,SG100,100,4.697148,Yes,No,Yes,5,0.5999,0.5944,0.5979,0.6018
LDA,SG100,100,4.369486,Yes,No,Yes,5,0.5996,0.5953,0.5915,0.6075
QDA,SG100,100,2.672144,Yes,No,Yes,5,0.6103,0.5867,0.7136,0.5094
MDA,SG100,100,45.55695,Yes,No,Yes,5,0.6031,0.5987,0.5956,0.6104
FDA,SG100,100,45.57711,Yes,No,Yes,5,0.5872,0.5919,0.5289,0.644
Tree,SG100,100,10.60372,Yes,No,Yes,5,0.5629,0.5549,0.5821,0.5442
RF,SG100,100,6841.5588,Yes,No,Yes,5,0.6074,0.6102,0.5681,0.6458
LogisticRegression,SG100,100,4.063043,Yes,No,Yes,30,0.6115,0.6023,0.6267,0.5968
LDA,SG100,100,4.238456,Yes,No,Yes,30,0.611,0.6015,0.6273,0.5951
QDA,SG100,100,2.584917,Yes,No,Yes,30,0.5976,0.5738,0.7178,0.4805
MDA,SG100,100,43.26298,Yes,No,Yes,30,0.604,0.5914,0.639,0.5699
FDA,SG100,100,38.61619,Yes,No,Yes,30,0.5997,0.592,0.6073,0.5922
Tree,SG100,100,10.16912,Yes,No,Yes,30,0.5637,0.5524,0.6102,0.5183
RF,SG100,100,6967.5516,Yes,No,Yes,30,0.6113,0.6143,0.5703,0.6512
LogisticRegression,SG100,100,4.12655,Yes,No,Yes,60,0.5885,0.5786,0.5959,0.5813
LDA,SG100,100,4.402743,Yes,No,Yes,60,0.5864,0.5761,0.5971,0.5761
QDA,SG100,100,2.660045,Yes,No,Yes,60,0.5844,0.5623,0.6928,0.4798
MDA,SG100,100,38.16023,Yes,No,Yes,60,0.5914,0.5805,0.6055,0.5779
FDA,SG100,100,37.1887,Yes,No,Yes,60,0.5932,0.5823,0.6067,0.5802
Tree,SG100,100,10.07957,Yes,No,Yes,60,0.5574,0.5427,0.6264,0.4908
RF,SG100,100,6134.4144,Yes,No,Yes,60,0.6134,0.6184,0.5559,0.669
LogisticRegression,SG100,100,4.04451,Yes,No,No,0,0.5863,0.5848,0.5605,0.6115
LDA,SG100,100,4.188676,Yes,No,No,0,0.5901,0.5896,0.5593,0.6201
QDA,SG100,100,2.679038,Yes,No,No,0,0.5857,0.6453,0.3583,0.8078
MDA,SG100,100,40.48005,Yes,No,No,0,0.5932,0.5941,0.557,0.6286
